"date","week_in_month","department","day","team","targeted_productivity","smv","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity","wip_sewing","Y"
2015-01-31,"week_5",1,"Saturday","2",0.8,3.94,1200,0,0,0,0,10,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","3",0.8,3.94,960,0,0,0,0,8,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","4",0.8,3.94,1200,0,0,0,0,10,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","10",0.8,3.94,1200,0,0,0,0,10,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","1",0.75,3.94,1800,0,0,0,0,15,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","9",0.75,3.94,240,0,0,0,0,2,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","12",0.75,4.08,1080,0,0,0,0,9,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","5",0.7,3.94,240,0,0,0,0,2,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","7",0.7,3.94,1200,0,0,0,0,10,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","8",0.65,3.94,960,0,0,0,0,8,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","11",0.65,3.94,600,0,0,0,0,5,0.971866667,0,1
2015-01-31,"week_5",1,"Saturday","6",0.6,3.94,1200,0,0,0,0,10,0.971866667,0,1
2015-01-31,"week_5",0,"Saturday","10",0.8,22.52,6720,93,0,0,0,56,0.920236905,1116,1
2015-01-31,"week_5",0,"Saturday","4",0.8,22.52,6660,88,0,0,0,58,0.900537069,1432,1
2015-01-31,"week_5",0,"Saturday","9",0.75,29.12,6840,81,0,0,0,57,0.850610526,1082,1
2015-01-31,"week_5",0,"Saturday","1",0.75,22.94,6960,81,0,0,0,58,0.850362069,1502,1
2015-01-31,"week_5",0,"Saturday","12",0.75,15.26,4200,45,0,0,0,35,0.750646667,1209,1
2015-01-31,"week_5",0,"Saturday","5",0.7,50.89,5880,56,0,0,0,59,0.656763743,282,0
2015-01-31,"week_5",0,"Saturday","11",0.65,20.1,6480,49,0,0,0,54,0.650148148,1417,1
2015-01-31,"week_5",0,"Saturday","6",0.6,18.79,3960,23,0,0,0,33,0.600710606,799,1
2015-01-31,"week_5",0,"Saturday","7",0.7,23.54,6720,0,0,0,0,56,0.388830357,1109,0
2015-01-31,"week_5",0,"Saturday","8",0.5,23.54,6480,0,0,0,0,54,0.286984568,1144,0
2015-02-01,"week_1",1,"Sunday","8",0.65,4.15,960,0,0,0,0,8,0.999999,0,1
2015-02-01,"week_1",0,"Sunday","2",0.8,22.52,6900,113,0,0,0,58,0.999999,1396,1
2015-02-01,"week_1",0,"Sunday","1",0.8,22.94,3060,113,0,0,0,59,0.999999,1582,1
2015-02-01,"week_1",1,"Sunday","1",0.75,3.94,2280,0,0,0,0,19,0.950438596,0,1
2015-02-01,"week_1",0,"Sunday","3",0.8,22.52,6840,100,0,0,0,57,0.950185965,1124,1
2015-02-01,"week_1",1,"Sunday","2",0.8,3.94,1200,0,0,0,0,10,0.912766667,0,1
2015-02-01,"week_1",1,"Sunday","7",0.7,3.94,2160,0,0,0,0,18,0.892194444,0,1
2015-02-01,"week_1",1,"Sunday","10",0.8,3.94,1200,0,0,0,0,10,0.8865,0,1
2015-02-01,"week_1",0,"Sunday","10",0.8,22.52,6720,75,0,0,0,56,0.850532143,1282,1
2015-02-01,"week_1",0,"Sunday","4",0.8,22.52,7020,60,0,0,0,59,0.85011396,1472,1
2015-02-01,"week_1",1,"Sunday","4",0.8,4.3,1440,0,0,0,0,12,0.845069444,0,1
2015-02-01,"week_1",0,"Sunday","9",0.75,29.12,6960,45,0,0,0,58,0.750593103,1282,1
2015-02-01,"week_1",0,"Sunday","12",0.75,15.26,1440,45,0,0,0,35,0.750450658,1276,1
2015-02-01,"week_1",1,"Sunday","12",0.75,4.08,1080,0,0,0,0,9,0.702666667,0,0
2015-02-01,"week_1",0,"Sunday","11",0.7,20.1,6120,75,0,0,0,54,0.700508929,1192,1
2015-02-01,"week_1",0,"Sunday","6",0.65,18.79,3960,26,0,0,0,33,0.651007071,881,1
2015-02-01,"week_1",0,"Sunday","8",0.6,24.26,6600,0,0,0,0,55,0.466821212,1196,0
2015-02-01,"week_1",0,"Sunday","7",0.7,24.26,6720,0,0,0,0,56,0.411553571,1400,0
2015-02-01,"week_1",1,"Sunday","6",0.6,2.9,1200,0,0,0,0,10,0.314166667,0,0
2015-02-02,"week_1",0,"Monday","1",0.8,22.94,7020,113,0,0,0,59,0.999999,16882,1
2015-02-02,"week_1",1,"Monday","9",0.75,3.94,960,0,0,0,0,8,0.994270833,0,1
2015-02-02,"week_1",0,"Monday","2",0.8,22.52,7020,88,0,0,0,59,0.900158405,21385,1
2015-02-02,"week_1",0,"Monday","3",0.8,22.52,6840,70,0,0,0,57,0.90014152,21266,1
2015-02-02,"week_1",0,"Monday","10",0.8,22.52,6720,88,0,0,0,56,0.900129762,21540,1
2015-02-02,"week_1",1,"Monday","10",0.8,3.94,1200,0,0,0,0,10,0.85695,0,1
2015-02-02,"week_1",1,"Monday","4",0.8,4.3,1440,0,0,0,0,12,0.809236111,0,1
2015-02-02,"week_1",0,"Monday","12",0.8,15.26,3600,63,0,0,0,35,0.800401961,12261,1
2015-02-02,"week_1",0,"Monday","4",0.8,22.52,5940,50,0,0,0,57,0.800393224,23122,1
2015-02-02,"week_1",0,"Monday","9",0.75,29.12,6960,55,0,0,0,58,0.799963218,8992,1
2015-02-02,"week_1",1,"Monday","12",0.75,4.08,1080,0,0,0,0,9,0.740444444,0,0
2015-02-02,"week_1",0,"Monday","11",0.7,20.55,6480,60,0,0,0,54,0.700398148,9792,1
2015-02-02,"week_1",0,"Monday","6",0.7,18.79,3960,30,0,0,0,33,0.700354545,2984,1
2015-02-02,"week_1",1,"Monday","8",0.65,4.15,960,0,0,0,0,8,0.561979167,0,0
2015-02-02,"week_1",1,"Monday","1",0.75,3.94,2280,0,0,0,0,19,0.504596491,0,0
2015-02-02,"week_1",0,"Monday","5",0.5,30.1,6960,0,0,0,0,58,0.500801724,839,1
2015-02-02,"week_1",0,"Monday","7",0.7,24.26,6720,0,0,0,0,56,0.295307738,2698,0
2015-02-02,"week_1",1,"Monday","6",0.6,2.9,1200,0,0,0,0,10,0.280333333,0,0
2015-02-02,"week_1",0,"Monday","8",0.65,24.26,6600,0,0,0,0,55,0.260978788,1435,0
2015-02-03,"week_1",1,"Tuesday","2",0.8,3.94,2400,0,0,0,0,20,0.999999,0,1
2015-02-03,"week_1",0,"Tuesday","1",0.8,22.52,6900,113,0,0,0,58,0.999999,1500,1
2015-02-03,"week_1",0,"Tuesday","10",0.8,22.52,6720,90,0,0,0,56,0.999995238,1188,1
2015-02-03,"week_1",1,"Tuesday","1",0.8,3.94,1200,0,0,0,0,10,0.99485,0,1
2015-02-03,"week_1",1,"Tuesday","8",0.7,4.15,960,0,0,0,0,8,0.976979167,0,1
2015-02-03,"week_1",0,"Tuesday","3",0.8,22.52,6840,100,0,0,0,57,0.950185965,1112,1
2015-02-03,"week_1",0,"Tuesday","2",0.8,22.52,6960,100,0,0,0,58,0.949981609,1452,1
2015-02-03,"week_1",1,"Tuesday","9",0.75,3.94,1320,0,0,0,0,11,0.919954545,0,1
2015-02-03,"week_1",0,"Tuesday","4",0.8,22.52,5460,63,0,0,0,57,0.800434622,340,1
2015-02-03,"week_1",0,"Tuesday","12",0.8,15.26,2040,50,0,0,0,35,0.800259023,1029,1
2015-02-03,"week_1",1,"Tuesday","12",0.8,4.08,1080,0,0,0,0,9,0.778222222,0,0
2015-02-03,"week_1",0,"Tuesday","9",0.75,29.12,6960,34,0,0,0,58,0.750593103,1070,1
2015-02-03,"week_1",0,"Tuesday","11",0.7,25.31,5760,60,0,0,0,54,0.700513566,946,1
2015-02-03,"week_1",0,"Tuesday","6",0.7,18.79,4020,30,0,0,0,34,0.700184577,913,1
2015-02-03,"week_1",0,"Tuesday","8",0.7,24.26,6660,0,0,0,0,56,0.586465465,1363,0
2015-02-03,"week_1",0,"Tuesday","7",0.7,24.26,6720,0,0,0,0,56,0.541517857,1639,0
2015-02-03,"week_1",1,"Tuesday","4",0.8,4.3,1440,0,0,0,0,12,0.5375,0,0
2015-02-03,"week_1",1,"Tuesday","6",0.7,2.9,960,0,0,0,0,8,0.495416667,0,0
2015-02-03,"week_1",0,"Tuesday","5",0.6,30.1,6960,0,0,0,0,58,0.415172414,415,0
2015-02-04,"week_1",0,"Wednesday","2",0.8,22.52,6900,100,0,0,0,58,0.999999,1263,1
2015-02-04,"week_1",0,"Wednesday","3",0.8,22.52,6840,113,0,0,0,57,0.999999,968,1
2015-02-04,"week_1",0,"Wednesday","10",0.8,22.52,6720,113,0,0,0,56,0.999995238,1108,1
2015-02-04,"week_1",1,"Wednesday","2",0.8,3.94,2160,0,0,0,0,18,0.966759259,0,1
2015-02-04,"week_1",1,"Wednesday","1",0.8,3.94,1200,0,0,0,0,10,0.929183333,0,1
2015-02-04,"week_1",1,"Wednesday","8",0.7,4.15,3000,0,0,0,0,25,0.915766667,0,1
2015-02-04,"week_1",0,"Wednesday","1",0.8,22.52,6900,88,0,0,0,58,0.900147246,1532,1
2015-02-04,"week_1",0,"Wednesday","12",0.8,15.26,4080,38,0,0,0,34,0.800401961,1094,1
2015-02-04,"week_1",0,"Wednesday","9",0.8,22.52,6960,50,0,0,0,58,0.799963218,1086,1
2015-02-04,"week_1",1,"Wednesday","7",0.7,3.94,960,0,0,0,0,8,0.779791667,0,1
2015-02-04,"week_1",1,"Wednesday","9",0.75,3.94,960,0,0,0,0,8,0.755166667,0,1
2015-02-04,"week_1",0,"Wednesday","6",0.7,18.79,3360,30,0,0,0,33,0.700710417,941,1
2015-02-04,"week_1",0,"Wednesday","7",0.7,24.26,6960,0,0,0,0,58,0.700612069,1471,1
2015-02-04,"week_1",0,"Wednesday","11",0.7,10.05,6120,60,0,0,0,53,0.700278846,1042,1
2015-02-04,"week_1",0,"Wednesday","8",0.7,29.12,6840,0,0,0,0,57,0.700135088,1248,1
2015-02-04,"week_1",1,"Wednesday","12",0.8,4.08,1080,0,0,0,0,9,0.687555556,0,0
2015-02-04,"week_1",0,"Wednesday","5",0.65,30.1,5820,0,90,10,0,59,0.650834808,326,1
2015-02-04,"week_1",1,"Wednesday","6",0.7,2.9,960,0,0,0,0,8,0.531666667,0,0
2015-02-04,"week_1",0,"Wednesday","4",0.35,30.1,6060,23,150,15,0,56,0.350706422,287,1
2015-02-05,"week_1",0,"Thursday","2",0.8,22.52,6780,113,0,0,0,57,0.999999,1300,1
2015-02-05,"week_1",0,"Thursday","1",0.8,22.52,6900,113,0,0,0,58,0.999999,1485,1
2015-02-05,"week_1",0,"Thursday","10",0.8,22.52,6720,113,0,0,0,56,0.999995238,1039,1
2015-02-05,"week_1",1,"Thursday","2",0.8,3.94,2640,0,0,0,0,22,0.999924242,0,1
2015-02-05,"week_1",0,"Thursday","3",0.8,22.52,6840,100,0,0,0,57,0.950185965,1063,1
2015-02-05,"week_1",1,"Thursday","6",0.7,2.9,960,0,0,0,0,8,0.9425,0,1
2015-02-05,"week_1",1,"Thursday","12",0.8,4.08,1080,0,0,0,0,9,0.906666667,0,1
2015-02-05,"week_1",1,"Thursday","7",0.7,3.94,1200,0,0,0,0,10,0.8471,0,1
2015-02-05,"week_1",1,"Thursday","1",0.8,3.94,1440,0,0,0,0,12,0.845458333,0,1
2015-02-05,"week_1",0,"Thursday","12",0.8,15.26,720,38,0,0,0,34,0.800612676,1083,1
2015-02-05,"week_1",0,"Thursday","9",0.8,29.12,6960,50,0,0,0,58,0.799963218,1069,1
2015-02-05,"week_1",1,"Thursday","10",0.8,3.94,960,0,0,0,0,8,0.771583333,0,0
2015-02-05,"week_1",0,"Thursday","11",0.75,10.05,2520,34,0,0,0,26,0.7504,668,1
2015-02-05,"week_1",0,"Thursday","6",0.7,18.79,2760,30,0,0,0,33,0.700079032,766,1
2015-02-05,"week_1",0,"Thursday","5",0.7,30.1,6960,0,0,0,0,58,0.562212644,557,0
2015-02-05,"week_1",0,"Thursday","7",0.7,24.26,6960,0,0,0,0,58,0.522844828,1608,0
2015-02-05,"week_1",0,"Thursday","4",0.5,30.1,6360,23,0,0,1,53,0.500720126,417,1
2015-02-05,"week_1",0,"Thursday","8",0.7,24.26,6840,0,0,0,0,57,0.496549708,1167,0
2015-02-07,"week_1",1,"Saturday","2",0.8,3.94,3000,0,0,0,0,25,0.999999,0,1
2015-02-07,"week_1",0,"Saturday","2",0.8,22.52,6900,113,0,0,0,58,0.999999,1186,1
2015-02-07,"week_1",0,"Saturday","3",0.8,22.52,6840,100,0,0,0,57,0.950185965,1060,1
2015-02-07,"week_1",0,"Saturday","1",0.8,22.52,6780,88,0,0,0,57,0.900135693,1534,1
2015-02-07,"week_1",0,"Saturday","10",0.8,22.52,6720,88,0,0,0,56,0.900129762,1142,1
2015-02-07,"week_1",1,"Saturday","12",0.8,4.08,1080,0,0,0,0,9,0.899111111,0,1
2015-02-07,"week_1",1,"Saturday","1",0.8,3.94,1200,0,0,0,0,10,0.870083333,0,1
2015-02-07,"week_1",1,"Saturday","6",0.75,2.9,960,0,0,0,0,8,0.845833333,0,1
2015-02-07,"week_1",0,"Saturday","12",0.8,15.26,4080,63,0,0,0,34,0.800401961,1021,1
2015-02-07,"week_1",0,"Saturday","9",0.8,29.12,6960,50,0,0,0,58,0.799963218,829,1
2015-02-07,"week_1",1,"Saturday","9",0.8,3.94,960,0,0,0,0,8,0.771583333,0,0
2015-02-07,"week_1",0,"Saturday","6",0.75,18.79,1560,34,0,0,0,33,0.750520115,813,1
2015-02-07,"week_1",0,"Saturday","11",0.75,10.05,3240,45,0,0,0,27,0.750027778,677,1
2015-02-07,"week_1",1,"Saturday","7",0.7,3.94,1200,0,0,0,0,10,0.715766667,0,1
2015-02-07,"week_1",0,"Saturday","7",0.7,24.26,6960,0,270,45,0,58,0.662270115,658,0
2015-02-07,"week_1",0,"Saturday","4",0.6,30.1,6780,30,0,0,1,57,0.600224189,486,1
2015-02-07,"week_1",0,"Saturday","5",0.7,30.1,7500,0,0,0,0,59,0.545657673,687,0
2015-02-07,"week_1",1,"Saturday","4",0.8,4.3,960,0,0,0,0,8,0.447916667,0,0
2015-02-07,"week_1",0,"Saturday","8",0.7,24.26,6840,0,300,37,0,57,0.365318713,652,0
2015-02-08,"week_2",0,"Sunday","2",0.8,22.52,6900,113,0,0,0,58,0.999999,1233,1
2015-02-08,"week_2",1,"Sunday","7",0.7,4.15,1440,0,0,0,0,12,0.928680556,0,1
2015-02-08,"week_2",0,"Sunday","10",0.8,22.52,6720,88,0,0,0,56,0.9008,1388,1
2015-02-08,"week_2",0,"Sunday","1",0.8,22.52,6780,88,0,0,0,57,0.900135693,1615,1
2015-02-08,"week_2",0,"Sunday","3",0.8,22.52,6720,88,0,0,0,56,0.900129762,1283,1
2015-02-08,"week_2",1,"Sunday","1",0.8,3.94,1200,0,0,0,0,10,0.893066667,0,1
2015-02-08,"week_2",1,"Sunday","12",0.8,4.08,1080,0,0,0,0,9,0.891555556,0,1
2015-02-08,"week_2",1,"Sunday","2",0.8,3.94,2160,0,0,0,0,18,0.875555556,0,1
2015-02-08,"week_2",1,"Sunday","8",0.7,4.15,1800,0,0,0,0,15,0.840888889,0,1
2015-02-08,"week_2",0,"Sunday","12",0.8,15.26,2880,63,0,0,0,34,0.800355208,1026,1
2015-02-08,"week_2",0,"Sunday","9",0.8,29.12,6960,50,0,0,0,58,0.799963218,909,1
2015-02-08,"week_2",0,"Sunday","6",0.75,18.79,3960,34,0,0,0,33,0.75065101,670,1
2015-02-08,"week_2",0,"Sunday","11",0.75,10.05,3240,45,0,0,0,27,0.750027778,629,1
2015-02-08,"week_2",0,"Sunday","5",0.7,30.1,7020,0,0,0,0,59,0.700618234,754,1
2015-02-08,"week_2",1,"Sunday","6",0.75,2.9,960,0,0,0,0,8,0.610208333,0,0
2015-02-08,"week_2",1,"Sunday","9",0.8,3.94,960,0,0,0,0,8,0.607416667,0,0
2015-02-08,"week_2",0,"Sunday","4",0.65,30.1,6780,44,0,0,1,57,0.568259587,712,0
2015-02-08,"week_2",0,"Sunday","7",0.7,24.26,6960,0,0,0,0,58,0.355534483,148,0
2015-02-08,"week_2",0,"Sunday","8",0.7,24.26,6840,0,0,0,0,57,0.353259649,154,0
2015-02-09,"week_2",1,"Monday","2",0.8,3.94,2160,0,0,0,0,18,0.999999,0,1
2015-02-09,"week_2",1,"Monday","1",0.8,3.94,1200,0,0,0,0,10,0.962016667,0,1
2015-02-09,"week_2",0,"Monday","10",0.8,22.52,120,88,0,0,0,56,0.9008,1127,1
2015-02-09,"week_2",0,"Monday","1",0.8,22.52,3600,70,0,0,0,57,0.900509044,1506,1
2015-02-09,"week_2",0,"Monday","2",0.8,22.52,360,70,0,0,0,57,0.900477825,1413,1
2015-02-09,"week_2",1,"Monday","6",0.75,2.9,960,0,0,0,0,8,0.888125,0,1
2015-02-09,"week_2",0,"Monday","12",0.8,15.26,4080,63,0,0,0,34,0.800401961,970,1
2015-02-09,"week_2",0,"Monday","3",0.8,22.52,5400,50,0,0,0,57,0.800161172,1271,1
2015-02-09,"week_2",0,"Monday","9",0.8,29.12,6960,50,0,0,0,58,0.799963218,1073,1
2015-02-09,"week_2",0,"Monday","4",0.7,30.1,3300,50,0,0,1,57,0.790003236,767,1
2015-02-09,"week_2",0,"Monday","11",0.75,10.05,0,45,0,0,0,54,0.750648148,103,1
2015-02-09,"week_2",1,"Monday","8",0.35,4.15,1800,0,0,0,0,15,0.707111111,0,1
2015-02-09,"week_2",0,"Monday","5",0.7,30.1,7020,40,0,0,0,58,0.700618234,773,1
2015-02-09,"week_2",1,"Monday","9",0.8,3.94,960,0,0,0,0,8,0.697708333,0,0
2015-02-09,"week_2",0,"Monday","6",0.75,18.79,4080,0,0,0,0,34,0.612517157,708,0
2015-02-09,"week_2",0,"Monday","7",0.35,30.1,6960,0,0,0,1,58,0.350301724,842,1
2015-02-09,"week_2",0,"Monday","8",0.35,30.1,6960,0,0,0,1,58,0.350301724,901,1
2015-02-09,"week_2",1,"Monday","12",0.8,4.08,1080,0,0,0,0,9,0.272,0,0
2015-02-10,"week_2",1,"Tuesday","12",0.8,4.08,1080,0,0,0,0,9,0.999999,0,1
2015-02-10,"week_2",1,"Tuesday","2",0.8,3.94,2160,0,0,0,0,18,0.966759259,0,1
2015-02-10,"week_2",0,"Tuesday","10",0.8,22.52,0,88,0,0,0,56,0.90063244,1268,1
2015-02-10,"week_2",0,"Tuesday","1",0.8,22.52,0,88,0,0,0,57,0.90047076,1546,1
2015-02-10,"week_2",0,"Tuesday","3",0.8,22.52,0,88,0,0,0,57,0.90047076,813,1
2015-02-10,"week_2",0,"Tuesday","2",0.8,22.52,0,88,0,0,0,57,0.899984058,1512,1
2015-02-10,"week_2",1,"Tuesday","1",0.8,3.94,1440,0,0,0,0,12,0.853666667,0,1
2015-02-10,"week_2",0,"Tuesday","9",0.8,29.12,2160,38,0,0,0,58,0.8008,1263,1
2015-02-10,"week_2",0,"Tuesday","12",0.8,15.26,4080,50,0,0,0,34,0.800401961,900,1
2015-02-10,"week_2",1,"Tuesday","4",0.7,4.15,1800,0,0,0,0,15,0.796755556,0,1
2015-02-10,"week_2",0,"Tuesday","6",0.75,18.79,2400,0,0,0,0,34,0.750797009,640,1
2015-02-10,"week_2",0,"Tuesday","11",0.8,10.05,3240,34,0,0,0,54,0.750648148,13,0
2015-02-10,"week_2",0,"Tuesday","5",0.75,30.1,7020,45,0,0,0,58,0.750356125,855,1
2015-02-10,"week_2",1,"Tuesday","8",0.35,4.15,960,0,0,0,0,8,0.703770833,0,1
2015-02-10,"week_2",0,"Tuesday","4",0.7,30.1,7020,40,0,0,1,58,0.700618234,855,1
2015-02-10,"week_2",1,"Tuesday","9",0.8,3.94,960,0,0,0,0,8,0.6895,0,0
2015-02-10,"week_2",1,"Tuesday","6",0.75,2.9,960,0,0,0,0,8,0.628333333,0,0
2015-02-10,"week_2",0,"Tuesday","7",0.5,30.1,6960,23,0,0,1,58,0.500801724,1025,1
2015-02-10,"week_2",0,"Tuesday","8",0.5,30.1,6960,30,0,0,1,58,0.393548851,1061,0
2015-02-11,"week_2",1,"Wednesday","4",0.7,4.15,1800,0,0,0,0,15,0.999999,0,1
2015-02-11,"week_2",1,"Wednesday","12",0.8,4.08,1080,0,0,0,0,9,0.999999,0,1
2015-02-11,"week_2",0,"Wednesday","2",0.8,22.52,0,90,0,0,0,58,0.999999,1557,1
2015-02-11,"week_2",0,"Wednesday","1",0.8,22.52,0,113,0,0,0,57,0.999999,1498,1
2015-02-11,"week_2",1,"Wednesday","8",0.35,4.15,1440,0,0,0,0,12,0.994375,0,1
2015-02-11,"week_2",1,"Wednesday","2",0.8,3.94,2160,0,0,0,0,18,0.912037037,0,1
2015-02-11,"week_2",1,"Wednesday","5",0.7,4.15,240,0,0,0,0,2,0.87,0,1
2015-02-11,"week_2",0,"Wednesday","10",0.8,22.52,0,75,0,0,0,56,0.850364583,598,1
2015-02-11,"week_2",0,"Wednesday","6",0.8,18.79,3480,38,0,0,0,34,0.800947475,656,1
2015-02-11,"week_2",0,"Wednesday","12",0.8,15.26,4080,50,0,0,0,34,0.800401961,854,1
2015-02-11,"week_2",0,"Wednesday","9",0.8,29.12,3240,50,0,0,0,58,0.800144144,609,1
2015-02-11,"week_2",0,"Wednesday","5",0.75,30.1,7380,56,0,0,0,60,0.750406233,788,1
2015-02-11,"week_2",0,"Wednesday","8",0.6,30.1,4560,30,0,0,1,58,0.714410494,1069,1
2015-02-11,"week_2",0,"Wednesday","4",0.7,30.1,5940,40,0,0,1,60,0.700588406,667,1
2015-02-11,"week_2",1,"Wednesday","1",0.8,3.94,1440,0,0,0,0,12,0.618361111,0,0
2015-02-11,"week_2",0,"Wednesday","7",0.6,30.1,3360,23,0,0,1,58,0.600070513,829,1
2015-02-11,"week_2",1,"Wednesday","9",0.8,3.94,960,0,0,0,0,8,0.54175,0,0
2015-02-11,"week_2",0,"Wednesday","3",0.8,22.52,6840,0,0,0,1,57,0.536901754,11,0
2015-02-11,"week_2",0,"Wednesday","11",0.35,11.41,3240,0,0,0,1,52,0.507903226,434,1
2015-02-12,"week_2",0,"Thursday","1",0.8,22.52,0,138,0,0,0,57,0.999999,1397,1
2015-02-12,"week_2",1,"Thursday","4",0.7,4.15,1800,0,0,0,0,15,0.999999,0,1
2015-02-12,"week_2",0,"Thursday","2",0.8,22.52,0,113,0,0,0,58,0.999999,1327,1
2015-02-12,"week_2",1,"Thursday","12",0.8,4.08,1080,0,0,0,0,9,0.838666667,0,1
2015-02-12,"week_2",0,"Thursday","12",0.8,15.26,4080,50,0,0,0,34,0.800401961,894,1
2015-02-12,"week_2",1,"Thursday","8",0.35,4.15,1440,0,0,0,0,12,0.755486111,0,1
2015-02-12,"week_2",0,"Thursday","5",0.75,30.1,7080,56,0,0,0,59,0.750799435,610,1
2015-02-12,"week_2",0,"Thursday","6",0.8,18.79,3960,0,0,0,0,33,0.688017677,779,0
2015-02-12,"week_2",1,"Thursday","1",0.8,3.94,1440,0,0,0,0,12,0.664875,0,0
2015-02-12,"week_2",1,"Thursday","9",0.8,3.94,960,0,0,0,0,8,0.656666667,0,0
2015-02-12,"week_2",0,"Thursday","4",0.7,30.1,7080,0,0,0,1,59,0.637711864,419,0
2015-02-12,"week_2",1,"Thursday","2",0.8,3.94,2160,0,0,0,0,18,0.601944444,0,0
2015-02-12,"week_2",1,"Thursday","5",0.7,4.15,240,0,0,0,0,2,0.58,0,0
2015-02-12,"week_2",0,"Thursday","7",0.65,30.1,7080,0,0,0,1,59,0.535677966,909,0
2015-02-12,"week_2",0,"Thursday","11",0.5,11.41,2280,0,0,0,1,55,0.50012336,1039,1
2015-02-12,"week_2",0,"Thursday","9",0.8,29.12,6960,0,0,0,0,58,0.497885057,14,0
2015-02-12,"week_2",0,"Thursday","8",0.65,30.1,7080,0,0,0,1,59,0.463403955,1193,0
2015-02-12,"week_2",0,"Thursday","10",0.8,22.52,6000,0,0,0,0,50,0.441392,10,0
2015-02-12,"week_2",0,"Thursday","3",0.35,30.1,6960,0,0,0,1,58,0.350301724,770,1
2015-02-14,"week_2",0,"Saturday","1",0.8,22.52,6840,113,0,0,0,57,0.999999,1416,1
2015-02-14,"week_2",1,"Saturday","7",0.7,4.15,1800,0,0,0,0,15,0.929277778,0,1
2015-02-14,"week_2",1,"Saturday","4",0.75,4.15,2400,0,0,0,0,20,0.902916667,0,1
2015-02-14,"week_2",1,"Saturday","12",0.8,4.08,1080,0,0,0,0,9,0.800888889,0,1
2015-02-14,"week_2",0,"Saturday","12",0.8,15.26,4080,63,0,0,0,34,0.800401961,942,1
2015-02-14,"week_2",0,"Saturday","2",0.8,22.52,3660,63,0,0,0,57,0.80037492,674,1
2015-02-14,"week_2",1,"Saturday","1",0.8,3.94,1440,0,0,0,0,12,0.796208333,0,1
2015-02-14,"week_2",0,"Saturday","4",0.75,30.1,7140,0,0,0,1,59,0.750392157,481,1
2015-02-14,"week_2",0,"Saturday","5",0.75,30.1,7140,56,0,0,0,59,0.750392157,664,1
2015-02-14,"week_2",1,"Saturday","8",0.7,4.15,960,0,0,0,0,8,0.725625,0,1
2015-02-14,"week_2",0,"Saturday","8",0.7,30.1,5160,0,0,0,1,60,0.700206125,824,1
2015-02-14,"week_2",0,"Saturday","7",0.7,30.1,7200,0,0,0,1,60,0.602,957,0
2015-02-14,"week_2",0,"Saturday","11",0.6,11.41,2280,23,0,0,1,55,0.600447507,1039,1
2015-02-14,"week_2",0,"Saturday","6",0.8,18.79,4080,0,0,0,0,34,0.557252451,822,0
2015-02-14,"week_2",0,"Saturday","3",0.5,30.1,6960,30,0,0,1,58,0.500801724,1261,1
2015-02-14,"week_2",1,"Saturday","6",0.8,2.9,960,0,0,0,0,8,0.483333333,0,0
2015-02-14,"week_2",1,"Saturday","9",0.8,3.94,960,0,0,0,0,8,0.238041667,0,0
2015-02-15,"week_3",1,"Sunday","1",0.8,3.94,960,0,0,0,0,8,0.999999,0,1
2015-02-15,"week_3",1,"Sunday","2",0.8,3.94,960,0,0,0,0,8,0.999999,0,1
2015-02-15,"week_3",0,"Sunday","1",0.8,22.52,6840,113,0,0,0,57,0.999999,1420,1
2015-02-15,"week_3",1,"Sunday","12",0.8,4.08,1080,0,0,0,0,9,0.876444444,0,1
2015-02-15,"week_3",0,"Sunday","12",0.8,15.26,1440,50,0,0,0,34,0.800806306,1120,1
2015-02-15,"week_3",1,"Sunday","5",0.75,4.15,240,0,0,0,0,2,0.760833333,0,1
2015-02-15,"week_3",0,"Sunday","5",0.8,30.1,7140,0,0,0,0,60,0.722568627,679,0
2015-02-15,"week_3",1,"Sunday","11",0.6,2.9,1200,0,0,0,0,10,0.715333333,0,1
2015-02-15,"week_3",0,"Sunday","7",0.7,30.1,7080,0,0,0,1,59,0.700632768,881,1
2015-02-15,"week_3",0,"Sunday","8",0.7,30.1,5880,40,2,10,1,59,0.700573099,507,1
2015-02-15,"week_3",0,"Sunday","6",0.75,18.79,4080,0,0,0,0,34,0.681598039,814,0
2015-02-15,"week_3",0,"Sunday","11",0.65,11.41,2640,23,0,0,1,53,0.650223718,700,1
2015-02-15,"week_3",1,"Sunday","8",0.7,4.15,960,0,0,0,0,8,0.605208333,0,0
2015-02-15,"week_3",1,"Sunday","6",0.8,2.9,960,0,0,0,0,8,0.604166667,0,0
2015-02-15,"week_3",0,"Sunday","4",0.75,30.1,7140,0,0,0,1,60,0.598627451,919,0
2015-02-15,"week_3",0,"Sunday","3",0.6,30.1,6960,30,0,0,1,58,0.475718391,1361,0
